idx,filename,filepath,category
480,2 (29).wav,IMI Desert Eagle/2 (29).wav,IMI Desert Eagle
481,1 (53).wav,AK-47/1 (53).wav,AK-47
482,1 (36).wav,AK-47/1 (36).wav,AK-47
483,1 (11).wav,AK-47/1 (11).wav,AK-47
484,1 (64).wav,AK-47/1 (64).wav,AK-47
485,1 (43).wav,AK-47/1 (43).wav,AK-47
486,1 (10).wav,AK-47/1 (10).wav,AK-47
487,1 (20).wav,AK-47/1 (20).wav,AK-47
488,1 (71).wav,AK-47/1 (71).wav,AK-47
489,1 (55).wav,AK-47/1 (55).wav,AK-47
490,1 (16).wav,AK-47/1 (16).wav,AK-47
491,1 (22).wav,AK-47/1 (22).wav,AK-47
492,1 (59).wav,AK-47/1 (59).wav,AK-47
493,1 (4).wav,AK-47/1 (4).wav,AK-47
494,1 (41).wav,AK-47/1 (41).wav,AK-47
495,1 (54).wav,AK-47/1 (54).wav,AK-47
496,1 (6).wav,AK-47/1 (6).wav,AK-47
497,1 (23).wav,AK-47/1 (23).wav,AK-47
498,1 (29).wav,AK-47/1 (29).wav,AK-47
499,1 (25).wav,AK-47/1 (25).wav,AK-47
500,1 (56).wav,AK-47/1 (56).wav,AK-47
501,1 (7).wav,AK-47/1 (7).wav,AK-47
502,1 (14).wav,AK-47/1 (14).wav,AK-47
503,1 (67).wav,AK-47/1 (67).wav,AK-47
504,1 (52).wav,AK-47/1 (52).wav,AK-47
505,1 (37).wav,AK-47/1 (37).wav,AK-47
506,1 (51).wav,AK-47/1 (51).wav,AK-47
507,1 (49).wav,AK-47/1 (49).wav,AK-47
508,1 (42).wav,AK-47/1 (42).wav,AK-47
509,1 (72).wav,AK-47/1 (72).wav,AK-47
510,1 (70).wav,AK-47/1 (70).wav,AK-47
511,1 (31).wav,AK-47/1 (31).wav,AK-47
512,1 (5).wav,AK-47/1 (5).wav,AK-47
513,1 (61).wav,AK-47/1 (61).wav,AK-47
514,1 (46).wav,AK-47/1 (46).wav,AK-47
515,1 (15).wav,AK-47/1 (15).wav,AK-47
516,1 (38).wav,AK-47/1 (38).wav,AK-47
517,1 (1).wav,AK-47/1 (1).wav,AK-47
518,1 (33).wav,AK-47/1 (33).wav,AK-47
519,1 (48).wav,AK-47/1 (48).wav,AK-47
520,1 (39).wav,AK-47/1 (39).wav,AK-47
521,1 (32).wav,AK-47/1 (32).wav,AK-47
522,1 (40).wav,AK-47/1 (40).wav,AK-47
523,1 (24).wav,AK-47/1 (24).wav,AK-47
524,1 (8).wav,AK-47/1 (8).wav,AK-47
525,1 (3).wav,AK-47/1 (3).wav,AK-47
526,1 (62).wav,AK-47/1 (62).wav,AK-47
527,1 (21).wav,AK-47/1 (21).wav,AK-47
528,1 (30).wav,AK-47/1 (30).wav,AK-47
529,1 (66).wav,AK-47/1 (66).wav,AK-47
530,1 (28).wav,AK-47/1 (28).wav,AK-47
531,1 (34).wav,AK-47/1 (34).wav,AK-47
532,1 (63).wav,AK-47/1 (63).wav,AK-47
533,1 (17).wav,AK-47/1 (17).wav,AK-47
534,1 (44).wav,AK-47/1 (44).wav,AK-47
535,1 (58).wav,AK-47/1 (58).wav,AK-47
536,1 (68).wav,AK-47/1 (68).wav,AK-47
537,1 (9).wav,AK-47/1 (9).wav,AK-47
538,1 (65).wav,AK-47/1 (65).wav,AK-47
539,1 (13).wav,AK-47/1 (13).wav,AK-47
540,1 (18).wav,AK-47/1 (18).wav,AK-47
541,1 (60).wav,AK-47/1 (60).wav,AK-47
542,1 (35).wav,AK-47/1 (35).wav,AK-47
543,1 (2).wav,AK-47/1 (2).wav,AK-47
544,1 (47).wav,AK-47/1 (47).wav,AK-47
545,1 (27).wav,AK-47/1 (27).wav,AK-47
546,1 (57).wav,AK-47/1 (57).wav,AK-47
547,1 (50).wav,AK-47/1 (50).wav,AK-47
548,1 (19).wav,AK-47/1 (19).wav,AK-47
549,1 (45).wav,AK-47/1 (45).wav,AK-47
550,1 (12).wav,AK-47/1 (12).wav,AK-47
551,1 (26).wav,AK-47/1 (26).wav,AK-47
552,1 (69).wav,AK-47/1 (69).wav,AK-47
553,7 (61).wav,MG-42/7 (61).wav,MG-42
554,7 (39).wav,MG-42/7 (39).wav,MG-42
555,7 (31).wav,MG-42/7 (31).wav,MG-42
556,7 (49).wav,MG-42/7 (49).wav,MG-42
557,7 (55).wav,MG-42/7 (55).wav,MG-42
558,7 (85).wav,MG-42/7 (85).wav,MG-42
559,7 (24).wav,MG-42/7 (24).wav,MG-42
560,7 (93).wav,MG-42/7 (93).wav,MG-42
561,7 (11).wav,MG-42/7 (11).wav,MG-42
562,7 (36).wav,MG-42/7 (36).wav,MG-42
563,7 (89).wav,MG-42/7 (89).wav,MG-42
564,7 (78).wav,MG-42/7 (78).wav,MG-42
565,7 (1).wav,MG-42/7 (1).wav,MG-42
566,7 (94).wav,MG-42/7 (94).wav,MG-42
567,7 (38).wav,MG-42/7 (38).wav,MG-42
568,7 (98).wav,MG-42/7 (98).wav,MG-42
569,7 (60).wav,MG-42/7 (60).wav,MG-42
570,7 (87).wav,MG-42/7 (87).wav,MG-42
571,7 (84).wav,MG-42/7 (84).wav,MG-42
572,7 (19).wav,MG-42/7 (19).wav,MG-42
573,7 (14).wav,MG-42/7 (14).wav,MG-42
574,7 (100).wav,MG-42/7 (100).wav,MG-42
575,7 (17).wav,MG-42/7 (17).wav,MG-42
576,7 (53).wav,MG-42/7 (53).wav,MG-42
577,7 (96).wav,MG-42/7 (96).wav,MG-42
578,7 (35).wav,MG-42/7 (35).wav,MG-42
579,7 (88).wav,MG-42/7 (88).wav,MG-42
580,7 (74).wav,MG-42/7 (74).wav,MG-42
581,7 (50).wav,MG-42/7 (50).wav,MG-42
582,7 (92).wav,MG-42/7 (92).wav,MG-42
583,7 (42).wav,MG-42/7 (42).wav,MG-42
584,7 (7).wav,MG-42/7 (7).wav,MG-42
585,7 (46).wav,MG-42/7 (46).wav,MG-42
586,7 (62).wav,MG-42/7 (62).wav,MG-42
587,7 (68).wav,MG-42/7 (68).wav,MG-42
588,7 (43).wav,MG-42/7 (43).wav,MG-42
589,7 (52).wav,MG-42/7 (52).wav,MG-42
590,7 (13).wav,MG-42/7 (13).wav,MG-42
591,7 (73).wav,MG-42/7 (73).wav,MG-42
592,7 (56).wav,MG-42/7 (56).wav,MG-42
593,7 (4).wav,MG-42/7 (4).wav,MG-42
594,7 (58).wav,MG-42/7 (58).wav,MG-42
595,7 (8).wav,MG-42/7 (8).wav,MG-42
596,7 (76).wav,MG-42/7 (76).wav,MG-42
597,7 (34).wav,MG-42/7 (34).wav,MG-42
598,7 (83).wav,MG-42/7 (83).wav,MG-42
599,7 (99).wav,MG-42/7 (99).wav,MG-42
600,7 (95).wav,MG-42/7 (95).wav,MG-42
601,7 (47).wav,MG-42/7 (47).wav,MG-42
602,7 (33).wav,MG-42/7 (33).wav,MG-42
603,7 (29).wav,MG-42/7 (29).wav,MG-42
604,7 (44).wav,MG-42/7 (44).wav,MG-42
605,7 (15).wav,MG-42/7 (15).wav,MG-42
606,7 (3).wav,MG-42/7 (3).wav,MG-42
607,7 (45).wav,MG-42/7 (45).wav,MG-42
608,7 (72).wav,MG-42/7 (72).wav,MG-42
609,7 (41).wav,MG-42/7 (41).wav,MG-42
610,7 (23).wav,MG-42/7 (23).wav,MG-42
611,7 (10).wav,MG-42/7 (10).wav,MG-42
612,7 (12).wav,MG-42/7 (12).wav,MG-42
613,7 (40).wav,MG-42/7 (40).wav,MG-42
614,7 (9).wav,MG-42/7 (9).wav,MG-42
615,7 (6).wav,MG-42/7 (6).wav,MG-42
616,7 (57).wav,MG-42/7 (57).wav,MG-42
617,7 (28).wav,MG-42/7 (28).wav,MG-42
618,7 (77).wav,MG-42/7 (77).wav,MG-42
619,7 (30).wav,MG-42/7 (30).wav,MG-42
620,7 (63).wav,MG-42/7 (63).wav,MG-42
621,7 (25).wav,MG-42/7 (25).wav,MG-42
622,7 (90).wav,MG-42/7 (90).wav,MG-42
623,7 (2).wav,MG-42/7 (2).wav,MG-42
624,7 (18).wav,MG-42/7 (18).wav,MG-42
625,7 (71).wav,MG-42/7 (71).wav,MG-42
626,7 (37).wav,MG-42/7 (37).wav,MG-42
627,7 (91).wav,MG-42/7 (91).wav,MG-42
628,7 (66).wav,MG-42/7 (66).wav,MG-42
629,7 (82).wav,MG-42/7 (82).wav,MG-42
630,7 (80).wav,MG-42/7 (80).wav,MG-42
631,7 (48).wav,MG-42/7 (48).wav,MG-42
632,7 (67).wav,MG-42/7 (67).wav,MG-42
633,7 (21).wav,MG-42/7 (21).wav,MG-42
634,7 (86).wav,MG-42/7 (86).wav,MG-42
635,7 (79).wav,MG-42/7 (79).wav,MG-42
636,7 (27).wav,MG-42/7 (27).wav,MG-42
637,7 (69).wav,MG-42/7 (69).wav,MG-42
638,7 (70).wav,MG-42/7 (70).wav,MG-42
639,7 (20).wav,MG-42/7 (20).wav,MG-42
640,7 (54).wav,MG-42/7 (54).wav,MG-42
641,7 (5).wav,MG-42/7 (5).wav,MG-42
642,7 (81).wav,MG-42/7 (81).wav,MG-42
643,7 (97).wav,MG-42/7 (97).wav,MG-42
644,7 (64).wav,MG-42/7 (64).wav,MG-42
645,7 (75).wav,MG-42/7 (75).wav,MG-42
646,7 (51).wav,MG-42/7 (51).wav,MG-42
647,7 (59).wav,MG-42/7 (59).wav,MG-42
648,7 (26).wav,MG-42/7 (26).wav,MG-42
649,7 (65).wav,MG-42/7 (65).wav,MG-42
650,7 (22).wav,MG-42/7 (22).wav,MG-42
651,7 (16).wav,MG-42/7 (16).wav,MG-42
652,7 (32).wav,MG-42/7 (32).wav,MG-42
653,5 (35).wav,M16/5 (35).wav,M16
654,5 (50).wav,M16/5 (50).wav,M16
655,5 (88).wav,M16/5 (88).wav,M16
656,5 (82).wav,M16/5 (82).wav,M16
657,5 (79).wav,M16/5 (79).wav,M16
658,5 (47).wav,M16/5 (47).wav,M16
659,5 (75).wav,M16/5 (75).wav,M16
660,5 (29).wav,M16/5 (29).wav,M16
661,5 (68).wav,M16/5 (68).wav,M16
662,5 (15).wav,M16/5 (15).wav,M16
663,5 (51).wav,M16/5 (51).wav,M16
664,5 (97).wav,M16/5 (97).wav,M16
665,5 (67).wav,M16/5 (67).wav,M16
666,5 (40).wav,M16/5 (40).wav,M16
667,5 (18).wav,M16/5 (18).wav,M16
668,5 (62).wav,M16/5 (62).wav,M16
669,5 (80).wav,M16/5 (80).wav,M16
670,5 (8).wav,M16/5 (8).wav,M16
671,5 (70).wav,M16/5 (70).wav,M16
672,5 (59).wav,M16/5 (59).wav,M16
673,5 (90).wav,M16/5 (90).wav,M16
674,5 (64).wav,M16/5 (64).wav,M16
675,5 (30).wav,M16/5 (30).wav,M16
676,5 (3).wav,M16/5 (3).wav,M16
677,5 (28).wav,M16/5 (28).wav,M16
678,5 (60).wav,M16/5 (60).wav,M16
679,5 (58).wav,M16/5 (58).wav,M16
680,5 (93).wav,M16/5 (93).wav,M16
681,5 (38).wav,M16/5 (38).wav,M16
682,5 (31).wav,M16/5 (31).wav,M16
683,5 (21).wav,M16/5 (21).wav,M16
684,5 (34).wav,M16/5 (34).wav,M16
685,5 (27).wav,M16/5 (27).wav,M16
686,5 (43).wav,M16/5 (43).wav,M16
687,5 (48).wav,M16/5 (48).wav,M16
688,5 (23).wav,M16/5 (23).wav,M16
689,5 (37).wav,M16/5 (37).wav,M16
690,5 (92).wav,M16/5 (92).wav,M16
691,5 (66).wav,M16/5 (66).wav,M16
692,5 (84).wav,M16/5 (84).wav,M16
693,5 (14).wav,M16/5 (14).wav,M16
694,5 (99).wav,M16/5 (99).wav,M16
695,5 (33).wav,M16/5 (33).wav,M16
696,5 (41).wav,M16/5 (41).wav,M16
697,5 (46).wav,M16/5 (46).wav,M16
698,5 (89).wav,M16/5 (89).wav,M16
699,5 (7).wav,M16/5 (7).wav,M16
700,5 (100).wav,M16/5 (100).wav,M16
701,5 (81).wav,M16/5 (81).wav,M16
702,5 (4).wav,M16/5 (4).wav,M16
703,5 (24).wav,M16/5 (24).wav,M16
704,5 (69).wav,M16/5 (69).wav,M16
705,5 (11).wav,M16/5 (11).wav,M16
706,5 (77).wav,M16/5 (77).wav,M16
707,5 (20).wav,M16/5 (20).wav,M16
708,5 (85).wav,M16/5 (85).wav,M16
709,5 (25).wav,M16/5 (25).wav,M16
710,5 (49).wav,M16/5 (49).wav,M16
711,5 (65).wav,M16/5 (65).wav,M16
712,5 (86).wav,M16/5 (86).wav,M16
713,5 (61).wav,M16/5 (61).wav,M16
714,5 (9).wav,M16/5 (9).wav,M16
715,5 (13).wav,M16/5 (13).wav,M16
716,5 (39).wav,M16/5 (39).wav,M16
717,5 (57).wav,M16/5 (57).wav,M16
718,5 (87).wav,M16/5 (87).wav,M16
719,5 (76).wav,M16/5 (76).wav,M16
720,5 (6).wav,M16/5 (6).wav,M16
721,5 (45).wav,M16/5 (45).wav,M16
722,5 (16).wav,M16/5 (16).wav,M16
723,5 (54).wav,M16/5 (54).wav,M16
724,5 (22).wav,M16/5 (22).wav,M16
725,5 (73).wav,M16/5 (73).wav,M16
726,5 (52).wav,M16/5 (52).wav,M16
727,5 (74).wav,M16/5 (74).wav,M16
728,5 (2).wav,M16/5 (2).wav,M16
729,5 (78).wav,M16/5 (78).wav,M16
730,5 (55).wav,M16/5 (55).wav,M16
731,5 (71).wav,M16/5 (71).wav,M16
732,5 (19).wav,M16/5 (19).wav,M16
733,5 (26).wav,M16/5 (26).wav,M16
734,5 (83).wav,M16/5 (83).wav,M16
735,5 (12).wav,M16/5 (12).wav,M16
736,5 (72).wav,M16/5 (72).wav,M16
737,5 (53).wav,M16/5 (53).wav,M16
738,5 (36).wav,M16/5 (36).wav,M16
739,5 (56).wav,M16/5 (56).wav,M16
740,5 (1).wav,M16/5 (1).wav,M16
741,5 (94).wav,M16/5 (94).wav,M16
742,5 (5).wav,M16/5 (5).wav,M16
743,5 (96).wav,M16/5 (96).wav,M16
744,5 (44).wav,M16/5 (44).wav,M16
745,5 (98).wav,M16/5 (98).wav,M16
746,5 (17).wav,M16/5 (17).wav,M16
747,5 (95).wav,M16/5 (95).wav,M16
748,5 (10).wav,M16/5 (10).wav,M16
749,5 (63).wav,M16/5 (63).wav,M16
750,5 (32).wav,M16/5 (32).wav,M16
751,5 (42).wav,M16/5 (42).wav,M16
752,5 (91).wav,M16/5 (91).wav,M16
753,3 (85).wav,AK-12/3 (85).wav,AK-12
754,3 (72).wav,AK-12/3 (72).wav,AK-12
755,3 (74).wav,AK-12/3 (74).wav,AK-12
756,3 (94).wav,AK-12/3 (94).wav,AK-12
757,3 (95).wav,AK-12/3 (95).wav,AK-12
758,3 (93).wav,AK-12/3 (93).wav,AK-12
759,3 (18).wav,AK-12/3 (18).wav,AK-12
760,3 (47).wav,AK-12/3 (47).wav,AK-12
761,3 (67).wav,AK-12/3 (67).wav,AK-12
762,3 (97).wav,AK-12/3 (97).wav,AK-12
763,3 (16).wav,AK-12/3 (16).wav,AK-12
764,3 (69).wav,AK-12/3 (69).wav,AK-12
765,3 (35).wav,AK-12/3 (35).wav,AK-12
766,3 (86).wav,AK-12/3 (86).wav,AK-12
767,3 (88).wav,AK-12/3 (88).wav,AK-12
768,3 (63).wav,AK-12/3 (63).wav,AK-12
769,3 (44).wav,AK-12/3 (44).wav,AK-12
770,3 (30).wav,AK-12/3 (30).wav,AK-12
771,3 (68).wav,AK-12/3 (68).wav,AK-12
772,3 (9).wav,AK-12/3 (9).wav,AK-12
773,3 (12).wav,AK-12/3 (12).wav,AK-12
774,3 (14).wav,AK-12/3 (14).wav,AK-12
775,3 (81).wav,AK-12/3 (81).wav,AK-12
776,3 (71).wav,AK-12/3 (71).wav,AK-12
777,3 (78).wav,AK-12/3 (78).wav,AK-12
778,3 (26).wav,AK-12/3 (26).wav,AK-12
779,3 (42).wav,AK-12/3 (42).wav,AK-12
780,3 (83).wav,AK-12/3 (83).wav,AK-12
781,3 (92).wav,AK-12/3 (92).wav,AK-12
782,3 (98).wav,AK-12/3 (98).wav,AK-12
783,3 (22).wav,AK-12/3 (22).wav,AK-12
784,3 (6).wav,AK-12/3 (6).wav,AK-12
785,3 (29).wav,AK-12/3 (29).wav,AK-12
786,3 (50).wav,AK-12/3 (50).wav,AK-12
787,3 (65).wav,AK-12/3 (65).wav,AK-12
788,3 (61).wav,AK-12/3 (61).wav,AK-12
789,3 (41).wav,AK-12/3 (41).wav,AK-12
790,3 (77).wav,AK-12/3 (77).wav,AK-12
791,3 (19).wav,AK-12/3 (19).wav,AK-12
792,3 (52).wav,AK-12/3 (52).wav,AK-12
793,3 (59).wav,AK-12/3 (59).wav,AK-12
794,3 (21).wav,AK-12/3 (21).wav,AK-12
795,3 (27).wav,AK-12/3 (27).wav,AK-12
796,3 (23).wav,AK-12/3 (23).wav,AK-12
797,3 (66).wav,AK-12/3 (66).wav,AK-12
798,3 (39).wav,AK-12/3 (39).wav,AK-12
799,3 (60).wav,AK-12/3 (60).wav,AK-12
800,3 (84).wav,AK-12/3 (84).wav,AK-12
801,3 (82).wav,AK-12/3 (82).wav,AK-12
802,3 (80).wav,AK-12/3 (80).wav,AK-12
803,3 (2).wav,AK-12/3 (2).wav,AK-12
804,3 (89).wav,AK-12/3 (89).wav,AK-12
805,3 (79).wav,AK-12/3 (79).wav,AK-12
806,3 (55).wav,AK-12/3 (55).wav,AK-12
807,3 (3).wav,AK-12/3 (3).wav,AK-12
808,3 (87).wav,AK-12/3 (87).wav,AK-12
809,3 (32).wav,AK-12/3 (32).wav,AK-12
810,3 (34).wav,AK-12/3 (34).wav,AK-12
811,3 (43).wav,AK-12/3 (43).wav,AK-12
812,3 (53).wav,AK-12/3 (53).wav,AK-12
813,3 (25).wav,AK-12/3 (25).wav,AK-12
814,3 (91).wav,AK-12/3 (91).wav,AK-12
815,3 (57).wav,AK-12/3 (57).wav,AK-12
816,3 (62).wav,AK-12/3 (62).wav,AK-12
817,3 (51).wav,AK-12/3 (51).wav,AK-12
818,3 (58).wav,AK-12/3 (58).wav,AK-12
819,3 (5).wav,AK-12/3 (5).wav,AK-12
820,3 (24).wav,AK-12/3 (24).wav,AK-12
821,3 (48).wav,AK-12/3 (48).wav,AK-12
822,3 (49).wav,AK-12/3 (49).wav,AK-12
823,3 (28).wav,AK-12/3 (28).wav,AK-12
824,3 (15).wav,AK-12/3 (15).wav,AK-12
825,3 (20).wav,AK-12/3 (20).wav,AK-12
826,3 (54).wav,AK-12/3 (54).wav,AK-12
827,3 (8).wav,AK-12/3 (8).wav,AK-12
828,3 (17).wav,AK-12/3 (17).wav,AK-12
829,3 (33).wav,AK-12/3 (33).wav,AK-12
830,3 (75).wav,AK-12/3 (75).wav,AK-12
831,3 (70).wav,AK-12/3 (70).wav,AK-12
832,3 (76).wav,AK-12/3 (76).wav,AK-12
833,3 (4).wav,AK-12/3 (4).wav,AK-12
834,3 (46).wav,AK-12/3 (46).wav,AK-12
835,3 (36).wav,AK-12/3 (36).wav,AK-12
836,3 (7).wav,AK-12/3 (7).wav,AK-12
837,3 (40).wav,AK-12/3 (40).wav,AK-12
838,3 (11).wav,AK-12/3 (11).wav,AK-12
839,3 (96).wav,AK-12/3 (96).wav,AK-12
840,3 (13).wav,AK-12/3 (13).wav,AK-12
841,3 (10).wav,AK-12/3 (10).wav,AK-12
842,3 (73).wav,AK-12/3 (73).wav,AK-12
843,3 (37).wav,AK-12/3 (37).wav,AK-12
844,3 (45).wav,AK-12/3 (45).wav,AK-12
845,3 (1).wav,AK-12/3 (1).wav,AK-12
846,3 (38).wav,AK-12/3 (38).wav,AK-12
847,3 (56).wav,AK-12/3 (56).wav,AK-12
848,3 (31).wav,AK-12/3 (31).wav,AK-12
849,3 (64).wav,AK-12/3 (64).wav,AK-12
850,3 (90).wav,AK-12/3 (90).wav,AK-12
